date,index,state,division
2011-08-01,102.9,W.P. Kuala Lumpur,overall
2011-09-01,103.1,W.P. Kuala Lumpur,overall
2011-10-01,103.4,W.P. Kuala Lumpur,overall
2011-11-01,103.5,W.P. Kuala Lumpur,overall
2011-12-01,103.5,W.P. Kuala Lumpur,overall
2012-01-01,103.8,W.P. Kuala Lumpur,overall
2012-02-01,104.0,W.P. Kuala Lumpur,overall
2012-03-01,103.9,W.P. Kuala Lumpur,overall
2012-04-01,103.8,W.P. Kuala Lumpur,overall
2012-05-01,104.0,W.P. Kuala Lumpur,overall
2012-06-01,104.0,W.P. Kuala Lumpur,overall
2012-07-01,104.1,W.P. Kuala Lumpur,overall
2012-08-01,104.1,W.P. Kuala Lumpur,overall
2012-09-01,104.3,W.P. Kuala Lumpur,overall
2012-10-01,104.4,W.P. Kuala Lumpur,overall
2012-11-01,104.5,W.P. Kuala Lumpur,overall
2012-12-01,104.5,W.P. Kuala Lumpur,overall
2013-01-01,104.7,W.P. Kuala Lumpur,overall
2013-02-01,104.9,W.P. Kuala Lumpur,overall
2013-03-01,104.9,W.P. Kuala Lumpur,overall
2013-04-01,105.0,W.P. Kuala Lumpur,overall
2013-05-01,105.2,W.P. Kuala Lumpur,overall
2013-06-01,105.3,W.P. Kuala Lumpur,overall
2013-07-01,105.4,W.P. Kuala Lumpur,overall
2013-08-01,105.6,W.P. Kuala Lumpur,overall
2013-09-01,106.6,W.P. Kuala Lumpur,overall
2013-10-01,106.8,W.P. Kuala Lumpur,overall
2013-11-01,107.1,W.P. Kuala Lumpur,overall
2013-12-01,107.5,W.P. Kuala Lumpur,overall
2014-01-01,108.0,W.P. Kuala Lumpur,overall
2014-02-01,108.5,W.P. Kuala Lumpur,overall
2014-03-01,108.7,W.P. Kuala Lumpur,overall
2014-04-01,108.8,W.P. Kuala Lumpur,overall
2014-05-01,108.9,W.P. Kuala Lumpur,overall
2014-06-01,109.1,W.P. Kuala Lumpur,overall
2014-07-01,109.2,W.P. Kuala Lumpur,overall
2014-08-01,109.6,W.P. Kuala Lumpur,overall
2014-09-01,109.7,W.P. Kuala Lumpur,overall
2014-10-01,110.2,W.P. Kuala Lumpur,overall
2014-11-01,110.8,W.P. Kuala Lumpur,overall
2014-12-01,110.6,W.P. Kuala Lumpur,overall
2015-01-01,109.7,W.P. Kuala Lumpur,overall
2015-02-01,109.3,W.P. Kuala Lumpur,overall
2015-03-01,110.4,W.P. Kuala Lumpur,overall
2015-04-01,111.6,W.P. Kuala Lumpur,overall
2015-05-01,111.9,W.P. Kuala Lumpur,overall
2015-06-01,112.6,W.P. Kuala Lumpur,overall
2015-07-01,113.4,W.P. Kuala Lumpur,overall
2015-08-01,113.5,W.P. Kuala Lumpur,overall
2015-09-01,113.3,W.P. Kuala Lumpur,overall
2015-10-01,113.8,W.P. Kuala Lumpur,overall
2015-11-01,114.4,W.P. Kuala Lumpur,overall
2015-12-01,114.5,W.P. Kuala Lumpur,overall
2016-01-01,114.2,W.P. Kuala Lumpur,overall
2016-02-01,114.6,W.P. Kuala Lumpur,overall
2016-03-01,114.1,W.P. Kuala Lumpur,overall
2016-04-01,114.5,W.P. Kuala Lumpur,overall
2016-05-01,114.9,W.P. Kuala Lumpur,overall
2016-06-01,114.9,W.P. Kuala Lumpur,overall
2016-07-01,115.1,W.P. Kuala Lumpur,overall
2016-08-01,116.3,W.P. Kuala Lumpur,overall
2016-09-01,116.1,W.P. Kuala Lumpur,overall
2016-10-01,116.3,W.P. Kuala Lumpur,overall
2016-11-01,117.5,W.P. Kuala Lumpur,overall
2016-12-01,117.4,W.P. Kuala Lumpur,overall
2017-01-01,118.3,W.P. Kuala Lumpur,overall
2017-02-01,120.0,W.P. Kuala Lumpur,overall
2017-03-01,119.7,W.P. Kuala Lumpur,overall
2017-04-01,119.5,W.P. Kuala Lumpur,overall
2017-05-01,119.6,W.P. Kuala Lumpur,overall
2017-06-01,119.2,W.P. Kuala Lumpur,overall
2017-07-01,119.1,W.P. Kuala Lumpur,overall
2017-08-01,120.1,W.P. Kuala Lumpur,overall
2017-09-01,120.4,W.P. Kuala Lumpur,overall
2017-10-01,120.4,W.P. Kuala Lumpur,overall
2017-11-01,120.8,W.P. Kuala Lumpur,overall
2017-12-01,120.9,W.P. Kuala Lumpur,overall
2018-01-01,121.5,W.P. Kuala Lumpur,overall
2018-02-01,121.7,W.P. Kuala Lumpur,overall
2018-03-01,121.4,W.P. Kuala Lumpur,overall
2018-04-01,121.8,W.P. Kuala Lumpur,overall
2018-05-01,122.2,W.P. Kuala Lumpur,overall
2018-06-01,120.3,W.P. Kuala Lumpur,overall
2018-07-01,120.4,W.P. Kuala Lumpur,overall
2018-08-01,120.7,W.P. Kuala Lumpur,overall
2018-09-01,121.5,W.P. Kuala Lumpur,overall
2018-10-01,122.0,W.P. Kuala Lumpur,overall
2018-11-01,122.3,W.P. Kuala Lumpur,overall
2018-12-01,122.1,W.P. Kuala Lumpur,overall
2019-01-01,121.7,W.P. Kuala Lumpur,overall
2019-02-01,122.1,W.P. Kuala Lumpur,overall
2019-03-01,122.5,W.P. Kuala Lumpur,overall
2019-04-01,122.7,W.P. Kuala Lumpur,overall
2019-05-01,122.8,W.P. Kuala Lumpur,overall
2019-06-01,122.9,W.P. Kuala Lumpur,overall
2019-07-01,123.1,W.P. Kuala Lumpur,overall
2019-08-01,123.6,W.P. Kuala Lumpur,overall
2019-09-01,123.6,W.P. Kuala Lumpur,overall
2019-10-01,123.6,W.P. Kuala Lumpur,overall
2019-11-01,124.0,W.P. Kuala Lumpur,overall
2019-12-01,123.9,W.P. Kuala Lumpur,overall
2020-01-01,123.9,W.P. Kuala Lumpur,overall
2020-02-01,123.9,W.P. Kuala Lumpur,overall
2020-03-01,122.8,W.P. Kuala Lumpur,overall
2020-04-01,120.3,W.P. Kuala Lumpur,overall
2020-05-01,120.5,W.P. Kuala Lumpur,overall
2020-06-01,121.3,W.P. Kuala Lumpur,overall
2020-07-01,121.9,W.P. Kuala Lumpur,overall
2020-08-01,122.5,W.P. Kuala Lumpur,overall
2020-09-01,122.6,W.P. Kuala Lumpur,overall
2020-10-01,122.6,W.P. Kuala Lumpur,overall
2020-11-01,122.5,W.P. Kuala Lumpur,overall
2020-12-01,122.8,W.P. Kuala Lumpur,overall
2021-01-01,124.0,W.P. Kuala Lumpur,overall
2021-02-01,124.2,W.P. Kuala Lumpur,overall
2021-03-01,124.7,W.P. Kuala Lumpur,overall
2021-04-01,124.9,W.P. Kuala Lumpur,overall
2021-05-01,124.9,W.P. Kuala Lumpur,overall
2021-06-01,124.9,W.P. Kuala Lumpur,overall
2021-07-01,124.3,W.P. Kuala Lumpur,overall
2021-08-01,124.4,W.P. Kuala Lumpur,overall
2021-09-01,124.5,W.P. Kuala Lumpur,overall
2021-10-01,125.0,W.P. Kuala Lumpur,overall
2021-11-01,125.4,W.P. Kuala Lumpur,overall
2021-12-01,125.6,W.P. Kuala Lumpur,overall
2022-01-01,126.2,W.P. Kuala Lumpur,overall
2022-02-01,126.5,W.P. Kuala Lumpur,overall
2022-03-01,126.9,W.P. Kuala Lumpur,overall
2022-04-01,127.1,W.P. Kuala Lumpur,overall
2022-05-01,127.9,W.P. Kuala Lumpur,overall
2022-06-01,128.8,W.P. Kuala Lumpur,overall
2022-07-01,129.0,W.P. Kuala Lumpur,overall
2022-08-01,129.4,W.P. Kuala Lumpur,overall
2022-09-01,129.5,W.P. Kuala Lumpur,overall
2022-10-01,129.8,W.P. Kuala Lumpur,overall
2022-11-01,130.2,W.P. Kuala Lumpur,overall
2022-12-01,130.4,W.P. Kuala Lumpur,overall
2023-01-01,130.4,W.P. Kuala Lumpur,overall
2023-02-01,130.7,W.P. Kuala Lumpur,overall
2023-03-01,130.7,W.P. Kuala Lumpur,overall
2023-04-01,130.6,W.P. Kuala Lumpur,overall
2023-05-01,131.2,W.P. Kuala Lumpur,overall
2023-06-01,131.4,W.P. Kuala Lumpur,overall
2023-07-01,131.4,W.P. Kuala Lumpur,overall
2023-08-01,131.5,W.P. Kuala Lumpur,overall
2023-09-01,131.5,W.P. Kuala Lumpur,overall
2023-10-01,131.6,W.P. Kuala Lumpur,overall
2023-11-01,131.4,W.P. Kuala Lumpur,overall
2023-12-01,131.6,W.P. Kuala Lumpur,overall
2024-01-01,132.0,W.P. Kuala Lumpur,overall
2024-02-01,132.4,W.P. Kuala Lumpur,overall
2024-03-01,132.2,W.P. Kuala Lumpur,overall
2024-04-01,132.4,W.P. Kuala Lumpur,overall
2024-05-01,132.5,W.P. Kuala Lumpur,overall
2024-06-01,132.9,W.P. Kuala Lumpur,overall
2024-07-01,133.4,W.P. Kuala Lumpur,overall
2024-08-01,133.6,W.P. Kuala Lumpur,overall
2024-09-01,133.6,W.P. Kuala Lumpur,overall
2024-10-01,133.5,W.P. Kuala Lumpur,overall
2024-11-01,133.3,W.P. Kuala Lumpur,overall
2024-12-01,133.6,W.P. Kuala Lumpur,overall
2025-01-01,133.6,W.P. Kuala Lumpur,overall
2025-02-01,133.9,W.P. Kuala Lumpur,overall
2025-03-01,133.7,W.P. Kuala Lumpur,overall
2025-04-01,134.2,W.P. Kuala Lumpur,overall
2025-05-01,134.4,W.P. Kuala Lumpur,overall
2025-06-01,134.5,W.P. Kuala Lumpur,overall
2025-07-01,134.7,W.P. Kuala Lumpur,overall
2025-08-01,135.0,W.P. Kuala Lumpur,overall
2025-09-01,135.4,W.P. Kuala Lumpur,overall
2025-10-01,135.6,W.P. Kuala Lumpur,overall
2025-11-01,135.6,W.P. Kuala Lumpur,overall
2025-12-01,135.7,W.P. Kuala Lumpur,overall
2026-01-01,135.8,W.P. Kuala Lumpur,overall
2026-02-01,136.1,W.P. Kuala Lumpur,overall
2026-03-01,136.6,W.P. Kuala Lumpur,overall
2026-04-01,137.5,W.P. Kuala Lumpur,overall
2026-05-01,137.6,W.P. Kuala Lumpur,overall
2026-06-01,137.4,W.P. Kuala Lumpur,overall
2026-07-01,137.6,W.P. Kuala Lumpur,overall
2010-01-01,99.4,W.P. Labuan,overall
2010-02-01,99.6,W.P. Labuan,overall
2010-03-01,99.6,W.P. Labuan,overall
2010-04-01,99.8,W.P. Labuan,overall
2010-05-01,99.8,W.P. Labuan,overall
2010-06-01,99.8,W.P. Labuan,overall
2010-07-01,100.0,W.P. Labuan,overall
2010-08-01,100.2,W.P. Labuan,overall
2010-09-01,100.3,W.P. Labuan,overall
2010-10-01,100.5,W.P. Labuan,overall
2010-11-01,100.2,W.P. Labuan,overall
2010-12-01,100.6,W.P. Labuan,overall
2011-01-01,101.1,W.P. Labuan,overall
2011-02-01,101.3,W.P. Labuan,overall
2011-03-01,101.4,W.P. Labuan,overall
2011-04-01,101.6,W.P. Labuan,overall
2011-05-01,103.5,W.P. Labuan,overall
2011-06-01,103.5,W.P. Labuan,overall
2011-07-01,103.9,W.P. Labuan,overall
2011-08-01,104.2,W.P. Labuan,overall
2011-09-01,104.4,W.P. Labuan,overall
2011-10-01,104.9,W.P. Labuan,overall
2011-11-01,105.2,W.P. Labuan,overall
2011-12-01,105.2,W.P. Labuan,overall
2012-01-01,105.6,W.P. Labuan,overall
2012-02-01,106.0,W.P. Labuan,overall
2012-03-01,105.9,W.P. Labuan,overall
2012-04-01,106.0,W.P. Labuan,overall
2012-05-01,106.5,W.P. Labuan,overall
2012-06-01,106.6,W.P. Labuan,overall
2012-07-01,106.6,W.P. Labuan,overall
2012-08-01,106.8,W.P. Labuan,overall
2012-09-01,107.1,W.P. Labuan,overall
2012-10-01,107.0,W.P. Labuan,overall
2012-11-01,107.5,W.P. Labuan,overall
2012-12-01,107.6,W.P. Labuan,overall
2013-01-01,108.0,W.P. Labuan,overall
2013-02-01,107.9,W.P. Labuan,overall
2013-03-01,108.5,W.P. Labuan,overall
2013-04-01,108.5,W.P. Labuan,overall
2013-05-01,108.6,W.P. Labuan,overall
2013-06-01,108.7,W.P. Labuan,overall
2013-07-01,109.0,W.P. Labuan,overall
2013-08-01,109.0,W.P. Labuan,overall
2013-09-01,110.2,W.P. Labuan,overall
2013-10-01,110.3,W.P. Labuan,overall
2013-11-01,112.4,W.P. Labuan,overall
2013-12-01,112.4,W.P. Labuan,overall
2014-01-01,112.9,W.P. Labuan,overall
2014-02-01,113.1,W.P. Labuan,overall
2014-03-01,113.1,W.P. Labuan,overall
2014-04-01,112.9,W.P. Labuan,overall
2014-05-01,112.9,W.P. Labuan,overall
2014-06-01,112.8,W.P. Labuan,overall
2014-07-01,112.7,W.P. Labuan,overall
2014-08-01,112.9,W.P. Labuan,overall
2014-09-01,112.9,W.P. Labuan,overall
2014-10-01,114.0,W.P. Labuan,overall
2014-11-01,114.2,W.P. Labuan,overall
2014-12-01,113.9,W.P. Labuan,overall
2015-01-01,112.4,W.P. Labuan,overall
2015-02-01,112.3,W.P. Labuan,overall
2015-03-01,113.5,W.P. Labuan,overall
2015-04-01,113.8,W.P. Labuan,overall
2015-05-01,113.9,W.P. Labuan,overall
2015-06-01,114.5,W.P. Labuan,overall
2015-07-01,115.3,W.P. Labuan,overall
2015-08-01,116.5,W.P. Labuan,overall
2015-09-01,116.0,W.P. Labuan,overall
2015-10-01,116.5,W.P. Labuan,overall
2015-11-01,116.6,W.P. Labuan,overall
2015-12-01,116.2,W.P. Labuan,overall
2016-01-01,115.7,W.P. Labuan,overall
2016-02-01,114.9,W.P. Labuan,overall
2016-03-01,114.5,W.P. Labuan,overall
2016-04-01,114.6,W.P. Labuan,overall
2016-05-01,115.1,W.P. Labuan,overall
2016-06-01,115.1,W.P. Labuan,overall
2016-07-01,115.1,W.P. Labuan,overall
2016-08-01,115.3,W.P. Labuan,overall
2016-09-01,115.1,W.P. Labuan,overall
2016-10-01,115.4,W.P. Labuan,overall
2016-11-01,116.2,W.P. Labuan,overall
2016-12-01,115.9,W.P. Labuan,overall
2017-01-01,116.5,W.P. Labuan,overall
2017-02-01,117.7,W.P. Labuan,overall
2017-03-01,117.6,W.P. Labuan,overall
2017-04-01,117.5,W.P. Labuan,overall
2017-05-01,117.2,W.P. Labuan,overall
2017-06-01,116.8,W.P. Labuan,overall
2017-07-01,117.0,W.P. Labuan,overall
2017-08-01,117.7,W.P. Labuan,overall
2017-09-01,118.1,W.P. Labuan,overall
2017-10-01,118.0,W.P. Labuan,overall
2017-11-01,118.4,W.P. Labuan,overall
2017-12-01,118.3,W.P. Labuan,overall
2018-01-01,118.5,W.P. Labuan,overall
2018-02-01,118.1,W.P. Labuan,overall
2018-03-01,118.1,W.P. Labuan,overall
2018-04-01,118.0,W.P. Labuan,overall
2018-05-01,117.7,W.P. Labuan,overall
2018-06-01,117.2,W.P. Labuan,overall
2018-07-01,117.5,W.P. Labuan,overall
2018-08-01,117.2,W.P. Labuan,overall
2018-09-01,117.7,W.P. Labuan,overall
2018-10-01,118.0,W.P. Labuan,overall
2018-11-01,118.2,W.P. Labuan,overall
2018-12-01,118.1,W.P. Labuan,overall
2019-01-01,117.5,W.P. Labuan,overall
2019-02-01,117.7,W.P. Labuan,overall
2019-03-01,118.1,W.P. Labuan,overall
2019-04-01,118.3,W.P. Labuan,overall
2019-05-01,118.3,W.P. Labuan,overall
2019-06-01,118.3,W.P. Labuan,overall
2019-07-01,118.3,W.P. Labuan,overall
2019-08-01,118.5,W.P. Labuan,overall
2019-09-01,118.5,W.P. Labuan,overall
2019-10-01,118.5,W.P. Labuan,overall
2019-11-01,118.5,W.P. Labuan,overall
2019-12-01,118.5,W.P. Labuan,overall
2020-01-01,118.6,W.P. Labuan,overall
2020-02-01,118.5,W.P. Labuan,overall
2020-03-01,117.1,W.P. Labuan,overall
2020-04-01,113.8,W.P. Labuan,overall
2020-05-01,114.1,W.P. Labuan,overall
2020-06-01,115.1,W.P. Labuan,overall
2020-07-01,115.7,W.P. Labuan,overall
2020-08-01,115.9,W.P. Labuan,overall
2020-09-01,115.9,W.P. Labuan,overall
2020-10-01,115.8,W.P. Labuan,overall
2020-11-01,115.7,W.P. Labuan,overall
2020-12-01,116.3,W.P. Labuan,overall
2021-01-01,116.9,W.P. Labuan,overall
2021-02-01,117.3,W.P. Labuan,overall
2021-03-01,117.9,W.P. Labuan,overall
2021-04-01,118.0,W.P. Labuan,overall
2021-05-01,117.9,W.P. Labuan,overall
2021-06-01,118.1,W.P. Labuan,overall
2021-07-01,117.4,W.P. Labuan,overall
2021-08-01,117.4,W.P. Labuan,overall
2021-09-01,117.4,W.P. Labuan,overall
2021-10-01,118.3,W.P. Labuan,overall
2021-11-01,118.6,W.P. Labuan,overall
2021-12-01,118.8,W.P. Labuan,overall
2022-01-01,119.1,W.P. Labuan,overall
2022-02-01,119.3,W.P. Labuan,overall
2022-03-01,119.6,W.P. Labuan,overall
2022-04-01,119.9,W.P. Labuan,overall
2022-05-01,120.6,W.P. Labuan,overall
2022-06-01,121.0,W.P. Labuan,overall
2022-07-01,121.2,W.P. Labuan,overall
2022-08-01,121.0,W.P. Labuan,overall
2022-09-01,121.0,W.P. Labuan,overall
2022-10-01,121.1,W.P. Labuan,overall
2022-11-01,121.5,W.P. Labuan,overall
2022-12-01,121.5,W.P. Labuan,overall
2023-01-01,121.6,W.P. Labuan,overall
2023-02-01,122.1,W.P. Labuan,overall
2023-03-01,122.2,W.P. Labuan,overall
2023-04-01,122.3,W.P. Labuan,overall
2023-05-01,122.1,W.P. Labuan,overall
2023-06-01,122.4,W.P. Labuan,overall
2023-07-01,122.5,W.P. Labuan,overall
2023-08-01,122.8,W.P. Labuan,overall
2023-09-01,122.8,W.P. Labuan,overall
2023-10-01,122.9,W.P. Labuan,overall
2023-11-01,123.2,W.P. Labuan,overall
2023-12-01,123.3,W.P. Labuan,overall
2024-01-01,123.3,W.P. Labuan,overall
2024-02-01,123.3,W.P. Labuan,overall
2024-03-01,123.1,W.P. Labuan,overall
2024-04-01,123.0,W.P. Labuan,overall
2024-05-01,123.2,W.P. Labuan,overall
2024-06-01,123.6,W.P. Labuan,overall
2024-07-01,123.4,W.P. Labuan,overall
2024-08-01,123.4,W.P. Labuan,overall
2024-09-01,123.3,W.P. Labuan,overall
2024-10-01,123.4,W.P. Labuan,overall
2024-11-01,123.3,W.P. Labuan,overall
2024-12-01,123.2,W.P. Labuan,overall
2025-01-01,123.3,W.P. Labuan,overall
2025-02-01,123.6,W.P. Labuan,overall
2025-03-01,123.9,W.P. Labuan,overall
2025-04-01,123.7,W.P. Labuan,overall
2025-05-01,124.0,W.P. Labuan,overall
2025-06-01,124.1,W.P. Labuan,overall
2025-07-01,124.3,W.P. Labuan,overall
2025-08-01,124.4,W.P. Labuan,overall
2025-09-01,124.7,W.P. Labuan,overall
2025-10-01,124.8,W.P. Labuan,overall
2025-11-01,124.8,W.P. Labuan,overall
2025-12-01,125.4,W.P. Labuan,overall
2026-01-01,125.1,W.P. Labuan,overall
2026-02-01,126.2,W.P. Labuan,overall
2026-03-01,126.9,W.P. Labuan,overall
2026-04-01,127.1,W.P. Labuan,overall
2026-05-01,127.2,W.P. Labuan,overall
2026-06-01,127.0,W.P. Labuan,overall
2026-07-01,126.8,W.P. Labuan,overall
2010-01-01,99.7,W.P. Putrajaya,overall
2010-02-01,99.6,W.P. Putrajaya,overall
2010-03-01,99.6,W.P. Putrajaya,overall
2010-04-01,99.6,W.P. Putrajaya,overall
2010-05-01,99.6,W.P. Putrajaya,overall
2010-06-01,99.7,W.P. Putrajaya,overall
2010-07-01,99.9,W.P. Putrajaya,overall
2010-08-01,100.1,W.P. Putrajaya,overall
2010-09-01,100.4,W.P. Putrajaya,overall
2010-10-01,100.5,W.P. Putrajaya,overall
2010-11-01,100.6,W.P. Putrajaya,overall
2010-12-01,100.8,W.P. Putrajaya,overall
2011-01-01,101.8,W.P. Putrajaya,overall
2011-02-01,102.5,W.P. Putrajaya,overall
2011-03-01,102.6,W.P. Putrajaya,overall
2011-04-01,102.9,W.P. Putrajaya,overall
2011-05-01,103.1,W.P. Putrajaya,overall
2011-06-01,103.3,W.P. Putrajaya,overall
2011-07-01,103.3,W.P. Putrajaya,overall
2011-08-01,103.4,W.P. Putrajaya,overall
2011-09-01,103.8,W.P. Putrajaya,overall
2011-10-01,104.3,W.P. Putrajaya,overall
2011-11-01,104.3,W.P. Putrajaya,overall
2011-12-01,104.6,W.P. Putrajaya,overall
2012-01-01,104.8,W.P. Putrajaya,overall
2012-02-01,105.0,W.P. Putrajaya,overall
2012-03-01,105.0,W.P. Putrajaya,overall
2012-04-01,105.0,W.P. Putrajaya,overall
2012-05-01,105.1,W.P. Putrajaya,overall
2012-06-01,105.0,W.P. Putrajaya,overall
2012-07-01,104.9,W.P. Putrajaya,overall
2012-08-01,105.0,W.P. Putrajaya,overall
2012-09-01,105.2,W.P. Putrajaya,overall
2012-10-01,105.2,W.P. Putrajaya,overall
2012-11-01,105.3,W.P. Putrajaya,overall
2012-12-01,105.2,W.P. Putrajaya,overall
2013-01-01,105.4,W.P. Putrajaya,overall
2013-02-01,105.5,W.P. Putrajaya,overall
2013-03-01,106.0,W.P. Putrajaya,overall
2013-04-01,106.7,W.P. Putrajaya,overall
2013-05-01,106.5,W.P. Putrajaya,overall
2013-06-01,106.6,W.P. Putrajaya,overall
2013-07-01,106.7,W.P. Putrajaya,overall
2013-08-01,106.8,W.P. Putrajaya,overall
2013-09-01,108.1,W.P. Putrajaya,overall
2013-10-01,108.4,W.P. Putrajaya,overall
2013-11-01,108.6,W.P. Putrajaya,overall
2013-12-01,108.9,W.P. Putrajaya,overall
2014-01-01,109.3,W.P. Putrajaya,overall
2014-02-01,109.6,W.P. Putrajaya,overall
2014-03-01,109.7,W.P. Putrajaya,overall
2014-04-01,110.1,W.P. Putrajaya,overall
2014-05-01,110.3,W.P. Putrajaya,overall
2014-06-01,110.5,W.P. Putrajaya,overall
2014-07-01,110.4,W.P. Putrajaya,overall
2014-08-01,110.6,W.P. Putrajaya,overall
2014-09-01,110.7,W.P. Putrajaya,overall
2014-10-01,111.6,W.P. Putrajaya,overall
2014-11-01,112.1,W.P. Putrajaya,overall
2014-12-01,111.7,W.P. Putrajaya,overall
2015-01-01,110.0,W.P. Putrajaya,overall
2015-02-01,108.9,W.P. Putrajaya,overall
2015-03-01,110.4,W.P. Putrajaya,overall
2015-04-01,111.1,W.P. Putrajaya,overall
2015-05-01,111.8,W.P. Putrajaya,overall
2015-06-01,112.6,W.P. Putrajaya,overall
2015-07-01,114.4,W.P. Putrajaya,overall
2015-08-01,114.5,W.P. Putrajaya,overall
2015-09-01,114.1,W.P. Putrajaya,overall
2015-10-01,114.8,W.P. Putrajaya,overall
2015-11-01,115.7,W.P. Putrajaya,overall
2015-12-01,115.4,W.P. Putrajaya,overall
2016-01-01,115.4,W.P. Putrajaya,overall
2016-02-01,115.3,W.P. Putrajaya,overall
2016-03-01,114.7,W.P. Putrajaya,overall
2016-04-01,115.1,W.P. Putrajaya,overall
2016-05-01,115.0,W.P. Putrajaya,overall
2016-06-01,115.0,W.P. Putrajaya,overall
2016-07-01,115.4,W.P. Putrajaya,overall
2016-08-01,115.7,W.P. Putrajaya,overall
2016-09-01,115.4,W.P. Putrajaya,overall
2016-10-01,115.7,W.P. Putrajaya,overall
2016-11-01,116.3,W.P. Putrajaya,overall
2016-12-01,116.4,W.P. Putrajaya,overall
2017-01-01,117.8,W.P. Putrajaya,overall
2017-02-01,118.8,W.P. Putrajaya,overall
2017-03-01,118.6,W.P. Putrajaya,overall
2017-04-01,118.6,W.P. Putrajaya,overall
2017-05-01,118.3,W.P. Putrajaya,overall
2017-06-01,118.0,W.P. Putrajaya,overall
2017-07-01,118.0,W.P. Putrajaya,overall
2017-08-01,118.7,W.P. Putrajaya,overall
2017-09-01,119.2,W.P. Putrajaya,overall
2017-10-01,119.1,W.P. Putrajaya,overall
2017-11-01,119.6,W.P. Putrajaya,overall
2017-12-01,119.8,W.P. Putrajaya,overall
2018-01-01,119.8,W.P. Putrajaya,overall
2018-02-01,120.2,W.P. Putrajaya,overall
2018-03-01,120.0,W.P. Putrajaya,overall
2018-04-01,119.7,W.P. Putrajaya,overall
2018-05-01,119.8,W.P. Putrajaya,overall
2018-06-01,117.6,W.P. Putrajaya,overall
2018-07-01,117.8,W.P. Putrajaya,overall
2018-08-01,117.8,W.P. Putrajaya,overall
2018-09-01,118.4,W.P. Putrajaya,overall
2018-10-01,118.7,W.P. Putrajaya,overall
2018-11-01,119.0,W.P. Putrajaya,overall
2018-12-01,119.1,W.P. Putrajaya,overall
2019-01-01,119.3,W.P. Putrajaya,overall
2019-02-01,119.6,W.P. Putrajaya,overall
2019-03-01,120.1,W.P. Putrajaya,overall
2019-04-01,120.1,W.P. Putrajaya,overall
2019-05-01,120.2,W.P. Putrajaya,overall
2019-06-01,120.1,W.P. Putrajaya,overall
2019-07-01,120.5,W.P. Putrajaya,overall
2019-08-01,120.6,W.P. Putrajaya,overall
2019-09-01,120.6,W.P. Putrajaya,overall
2019-10-01,120.8,W.P. Putrajaya,overall
2019-11-01,120.9,W.P. Putrajaya,overall
2019-12-01,121.1,W.P. Putrajaya,overall
2020-01-01,121.5,W.P. Putrajaya,overall
2020-02-01,121.5,W.P. Putrajaya,overall
2020-03-01,120.5,W.P. Putrajaya,overall
2020-04-01,117.8,W.P. Putrajaya,overall
2020-05-01,116.3,W.P. Putrajaya,overall
2020-06-01,117.5,W.P. Putrajaya,overall
2020-07-01,120.5,W.P. Putrajaya,overall
2020-08-01,120.8,W.P. Putrajaya,overall
2020-09-01,120.8,W.P. Putrajaya,overall
2020-10-01,121.1,W.P. Putrajaya,overall
2020-11-01,120.7,W.P. Putrajaya,overall
2020-12-01,121.5,W.P. Putrajaya,overall
2021-01-01,122.8,W.P. Putrajaya,overall
2021-02-01,124.4,W.P. Putrajaya,overall
2021-03-01,124.6,W.P. Putrajaya,overall
2021-04-01,124.5,W.P. Putrajaya,overall
2021-05-01,124.5,W.P. Putrajaya,overall
2021-06-01,124.5,W.P. Putrajaya,overall
2021-07-01,124.3,W.P. Putrajaya,overall
2021-08-01,124.3,W.P. Putrajaya,overall
2021-09-01,125.1,W.P. Putrajaya,overall
2021-10-01,125.6,W.P. Putrajaya,overall
2021-11-01,125.8,W.P. Putrajaya,overall
2021-12-01,126.4,W.P. Putrajaya,overall
2022-01-01,128.2,W.P. Putrajaya,overall
2022-02-01,131.7,W.P. Putrajaya,overall
2022-03-01,132.1,W.P. Putrajaya,overall
2022-04-01,132.7,W.P. Putrajaya,overall
2022-05-01,133.9,W.P. Putrajaya,overall
2022-06-01,134.6,W.P. Putrajaya,overall
2022-07-01,135.2,W.P. Putrajaya,overall
2022-08-01,134.9,W.P. Putrajaya,overall
2022-09-01,135.2,W.P. Putrajaya,overall
2022-10-01,135.2,W.P. Putrajaya,overall
2022-11-01,135.8,W.P. Putrajaya,overall
2022-12-01,136.4,W.P. Putrajaya,overall
2023-01-01,135.8,W.P. Putrajaya,overall
2023-02-01,137.9,W.P. Putrajaya,overall
2023-03-01,138.0,W.P. Putrajaya,overall
2023-04-01,138.1,W.P. Putrajaya,overall
2023-05-01,138.1,W.P. Putrajaya,overall
2023-06-01,138.4,W.P. Putrajaya,overall
2023-07-01,138.7,W.P. Putrajaya,overall
2023-08-01,138.6,W.P. Putrajaya,overall
2023-09-01,138.7,W.P. Putrajaya,overall
2023-10-01,138.9,W.P. Putrajaya,overall
2023-11-01,138.9,W.P. Putrajaya,overall
2023-12-01,139.2,W.P. Putrajaya,overall
2024-01-01,139.5,W.P. Putrajaya,overall
2024-02-01,140.1,W.P. Putrajaya,overall
2024-03-01,140.0,W.P. Putrajaya,overall
2024-04-01,140.3,W.P. Putrajaya,overall
2024-05-01,140.3,W.P. Putrajaya,overall
2024-06-01,140.4,W.P. Putrajaya,overall
2024-07-01,140.3,W.P. Putrajaya,overall
