age,sex,date,state,ethnicity,population
80-84,female,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,5.4
85+,female,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,3.4
overall_age,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,95.1
0-4,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,10.0
5-9,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,8.2
10-14,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,7.8
15-19,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,8.7
20-24,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,8.1
25-29,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,8.7
30-34,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,8.6
35-39,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,10.0
40-44,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,5.4
45-49,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,4.7
50-54,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,4.3
55-59,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,3.8
60-64,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,2.7
65-69,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,1.7
70-74,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,1.0
75-79,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,0.5
80-84,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,0.4
85+,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,0.4
overall_age,male,2020-01-01,W.P. Labuan,overall_ethnicity,48.9
0-4,male,2020-01-01,W.P. Labuan,overall_ethnicity,5.4
5-9,male,2020-01-01,W.P. Labuan,overall_ethnicity,4.4
10-14,male,2020-01-01,W.P. Labuan,overall_ethnicity,4.2
15-19,male,2020-01-01,W.P. Labuan,overall_ethnicity,4.1
20-24,male,2020-01-01,W.P. Labuan,overall_ethnicity,3.8
25-29,male,2020-01-01,W.P. Labuan,overall_ethnicity,4.3
30-34,male,2020-01-01,W.P. Labuan,overall_ethnicity,4.3
35-39,male,2020-01-01,W.P. Labuan,overall_ethnicity,5.6
40-44,male,2020-01-01,W.P. Labuan,overall_ethnicity,3.0
45-49,male,2020-01-01,W.P. Labuan,overall_ethnicity,2.2
50-54,male,2020-01-01,W.P. Labuan,overall_ethnicity,2.1
55-59,male,2020-01-01,W.P. Labuan,overall_ethnicity,2.1
60-64,male,2020-01-01,W.P. Labuan,overall_ethnicity,1.5
65-69,male,2020-01-01,W.P. Labuan,overall_ethnicity,0.9
70-74,male,2020-01-01,W.P. Labuan,overall_ethnicity,0.6
75-79,male,2020-01-01,W.P. Labuan,overall_ethnicity,0.2
80-84,male,2020-01-01,W.P. Labuan,overall_ethnicity,0.2
85+,male,2020-01-01,W.P. Labuan,overall_ethnicity,0.2
overall_age,female,2020-01-01,W.P. Labuan,overall_ethnicity,46.2
0-4,female,2020-01-01,W.P. Labuan,overall_ethnicity,4.6
5-9,female,2020-01-01,W.P. Labuan,overall_ethnicity,3.8
10-14,female,2020-01-01,W.P. Labuan,overall_ethnicity,3.6
15-19,female,2020-01-01,W.P. Labuan,overall_ethnicity,4.6
20-24,female,2020-01-01,W.P. Labuan,overall_ethnicity,4.4
25-29,female,2020-01-01,W.P. Labuan,overall_ethnicity,4.4
30-34,female,2020-01-01,W.P. Labuan,overall_ethnicity,4.3
35-39,female,2020-01-01,W.P. Labuan,overall_ethnicity,4.4
40-44,female,2020-01-01,W.P. Labuan,overall_ethnicity,2.5
45-49,female,2020-01-01,W.P. Labuan,overall_ethnicity,2.5
50-54,female,2020-01-01,W.P. Labuan,overall_ethnicity,2.2
55-59,female,2020-01-01,W.P. Labuan,overall_ethnicity,1.8
60-64,female,2020-01-01,W.P. Labuan,overall_ethnicity,1.3
65-69,female,2020-01-01,W.P. Labuan,overall_ethnicity,0.9
70-74,female,2020-01-01,W.P. Labuan,overall_ethnicity,0.4
75-79,female,2020-01-01,W.P. Labuan,overall_ethnicity,0.3
80-84,female,2020-01-01,W.P. Labuan,overall_ethnicity,0.2
85+,female,2020-01-01,W.P. Labuan,overall_ethnicity,0.2
overall_age,overall_sex,2020-01-01,W.P. Putrajaya,overall_ethnicity,109.2
0-4,overall_sex,2020-01-01,W.P. Putrajaya,overall_ethnicity,12.9
5-9,overall_sex,2020-01-01,W.P. Putrajaya,overall_ethnicity,17.3
